epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1575.72,3.19478,2.21726,1.82913,0.45143,0.35061,0.35441,0.21024,3.10693,2.21399,1.8243,0.007921,0.007921,0.007921
23,1644.34,3.18019,2.19663,1.82974,0.45654,0.36005,0.35889,0.21077,3.09618,2.19843,1.82178,0.007822,0.007822,0.007822
24,1713.77,3.16777,2.17411,1.82382,0.46632,0.36161,0.36171,0.2131,3.09263,2.1966,1.81964,0.007723,0.007723,0.007723
25,1782.39,3.15847,2.16299,1.82216,0.46575,0.35659,0.3587,0.20996,3.11186,2.19841,1.82094,0.007624,0.007624,0.007624
26,1850.91,3.17077,2.17184,1.82434,0.47206,0.36288,0.36398,0.21535,3.07752,2.17607,1.81616,0.007525,0.007525,0.007525
27,1919.7,3.14241,2.1426,1.8147,0.47784,0.36296,0.36792,0.21725,3.09429,2.18536,1.8178,0.007426,0.007426,0.007426
28,1988.81,3.14433,2.14666,1.81422,0.46734,0.36896,0.36677,0.21575,3.06907,2.16894,1.81743,0.007327,0.007327,0.007327
29,2057.36,3.13365,2.13515,1.81183,0.47388,0.372,0.3706,0.21934,3.07365,2.17466,1.8148,0.007228,0.007228,0.007228
30,2126.29,3.13524,2.11889,1.81308,0.47303,0.36481,0.36796,0.21873,3.06257,2.17158,1.81275,0.007129,0.007129,0.007129
31,2195.33,3.11851,2.11941,1.81353,0.47094,0.36944,0.36888,0.2186,3.06304,2.16778,1.81225,0.00703,0.00703,0.00703
32,2264.8,3.12102,2.1019,1.80954,0.47069,0.37672,0.37756,0.22318,3.06629,2.15509,1.81377,0.006931,0.006931,0.006931
33,2333.36,3.10799,2.09272,1.80961,0.47948,0.36824,0.3748,0.22193,3.06349,2.14047,1.81213,0.006832,0.006832,0.006832
34,2402.02,3.09321,2.08029,1.80435,0.48063,0.37298,0.37947,0.22605,3.04578,2.13516,1.80821,0.006733,0.006733,0.006733
35,2470.54,3.08601,2.06164,1.80189,0.49242,0.37178,0.38613,0.22963,3.04074,2.1206,1.80746,0.006634,0.006634,0.006634
36,2540.15,3.07077,2.05075,1.80288,0.48575,0.37548,0.37909,0.22462,3.03675,2.13322,1.80679,0.006535,0.006535,0.006535
37,2608.77,3.06382,2.04377,1.7995,0.49684,0.37577,0.38499,0.22733,3.03586,2.12727,1.80526,0.006436,0.006436,0.006436
38,2677.41,3.08026,2.06065,1.80085,0.50567,0.3684,0.38058,0.22576,3.03392,2.13042,1.8036,0.006337,0.006337,0.006337
39,2746.26,3.06432,2.04151,1.79668,0.48107,0.37716,0.38246,0.22879,3.02645,2.12392,1.80464,0.006238,0.006238,0.006238
40,2815.54,3.04999,2.02934,1.796,0.47658,0.38168,0.38503,0.22823,3.02412,2.11443,1.80334,0.006139,0.006139,0.006139
41,2883.9,3.03217,2.00742,1.79404,0.4905,0.37694,0.38327,0.22715,3.02188,2.11545,1.8029,0.00604,0.00604,0.00604
42,2953.17,3.0376,2.0168,1.79589,0.48363,0.37683,0.38373,0.22846,3.01528,2.10252,1.80313,0.005941,0.005941,0.005941
43,3022.34,3.04752,2.01348,1.7927,0.49565,0.37136,0.3866,0.23081,3.00773,2.11016,1.8009,0.005842,0.005842,0.005842
44,3091.99,3.01725,1.97675,1.78817,0.4976,0.37251,0.38594,0.2297,3.01169,2.09639,1.8002,0.005743,0.005743,0.005743
45,3161.13,3.01441,1.97605,1.78774,0.50151,0.37588,0.39108,0.23326,3.00054,2.10129,1.79707,0.005644,0.005644,0.005644
46,3230.44,3.02356,1.97681,1.79086,0.49649,0.38231,0.39351,0.23554,2.99287,2.08992,1.79721,0.005545,0.005545,0.005545
47,3299.93,3.00477,1.96416,1.78825,0.50177,0.37446,0.39116,0.2335,2.99563,2.09613,1.79723,0.005446,0.005446,0.005446
48,3369.09,3.0171,1.97476,1.78795,0.4942,0.38188,0.38988,0.23211,3.00454,2.08143,1.79802,0.005347,0.005347,0.005347
49,3437.64,2.99302,1.94855,1.7833,0.51136,0.37644,0.39397,0.23422,2.99342,2.07566,1.79746,0.005248,0.005248,0.005248
50,3506.04,2.98395,1.94877,1.78451,0.50437,0.38172,0.39455,0.23371,2.99243,2.07588,1.79766,0.005149,0.005149,0.005149
51,3575.14,2.98417,1.94336,1.78185,0.48987,0.3917,0.39453,0.23436,2.99208,2.07542,1.79537,0.00505,0.00505,0.00505
52,3644.22,2.97653,1.9257,1.78265,0.49718,0.3864,0.39627,0.23638,2.98081,2.06825,1.79548,0.004951,0.004951,0.004951
53,3712.92,2.97535,1.92848,1.78223,0.48098,0.39159,0.39348,0.23516,2.98622,2.06689,1.79548,0.004852,0.004852,0.004852
54,3781.88,2.97074,1.92378,1.77677,0.48552,0.38516,0.3915,0.2341,2.98505,2.07085,1.79605,0.004753,0.004753,0.004753
55,3851.29,2.95227,1.9048,1.77923,0.49474,0.38537,0.39638,0.23677,2.98234,2.06841,1.79454,0.004654,0.004654,0.004654
56,3920.29,2.95938,1.89941,1.77419,0.50111,0.38261,0.39753,0.23826,2.97322,2.06325,1.79308,0.004555,0.004555,0.004555
57,3989.39,2.9441,1.88985,1.7727,0.49827,0.38402,0.39339,0.23549,2.97411,2.07225,1.79165,0.004456,0.004456,0.004456
58,4058.36,2.9265,1.87183,1.77236,0.51237,0.38404,0.39952,0.23895,2.96267,2.0716,1.79186,0.004357,0.004357,0.004357
59,4127.57,2.94905,1.88806,1.77474,0.49445,0.3939,0.40283,0.24138,2.96327,2.04832,1.78951,0.004258,0.004258,0.004258
60,4197.08,2.93808,1.88148,1.77194,0.50689,0.38682,0.40055,0.23869,2.95386,2.05268,1.78696,0.004159,0.004159,0.004159
61,4268.43,2.91901,1.86307,1.76992,0.50768,0.38342,0.40161,0.24095,2.95027,2.05362,1.78722,0.00406,0.00406,0.00406
62,4339.65,2.92677,1.86926,1.76953,0.51457,0.38762,0.40048,0.23905,2.9577,2.05054,1.78921,0.003961,0.003961,0.003961
63,4411.45,2.91524,1.85272,1.7703,0.49406,0.39677,0.39951,0.238,2.9642,2.05441,1.7904,0.003862,0.003862,0.003862
64,4483,2.91341,1.85237,1.76913,0.50118,0.39024,0.40263,0.24156,2.95631,2.0524,1.78818,0.003763,0.003763,0.003763
65,4553.95,2.91221,1.84375,1.7667,0.50395,0.38665,0.40081,0.23929,2.95963,2.053,1.78903,0.003664,0.003664,0.003664
66,4625.29,2.91405,1.84288,1.76938,0.5048,0.391,0.40021,0.2395,2.95341,2.05058,1.78872,0.003565,0.003565,0.003565
67,4697.17,2.90787,1.83223,1.76628,0.51863,0.38105,0.4014,0.24168,2.95262,2.05229,1.7889,0.003466,0.003466,0.003466
68,4767.46,2.90077,1.82055,1.76333,0.50021,0.39533,0.40492,0.24276,2.95019,2.04564,1.78827,0.003367,0.003367,0.003367
69,4835.74,2.87564,1.81375,1.76343,0.5066,0.39232,0.40533,0.24365,2.95011,2.0477,1.78908,0.003268,0.003268,0.003268
70,4905.56,2.87948,1.80035,1.7634,0.50351,0.39265,0.403,0.24161,2.95346,2.0565,1.78813,0.003169,0.003169,0.003169
71,4974.39,2.88107,1.80682,1.76086,0.50769,0.39232,0.4037,0.24218,2.94621,2.04723,1.78647,0.00307,0.00307,0.00307
72,5045.02,2.89149,1.81367,1.76249,0.51821,0.38569,0.40341,0.24156,2.94733,2.05239,1.78764,0.002971,0.002971,0.002971
73,5116.24,2.86831,1.78334,1.76056,0.52083,0.38648,0.40513,0.24347,2.94269,2.05082,1.78611,0.002872,0.002872,0.002872
74,5187.77,2.894,1.80113,1.7586,0.51636,0.39129,0.40408,0.24342,2.94792,2.05486,1.78632,0.002773,0.002773,0.002773
75,5258.73,2.83913,1.7643,1.75544,0.50532,0.39253,0.40368,0.24309,2.95117,2.05077,1.78657,0.002674,0.002674,0.002674
76,5330.39,2.84486,1.76572,1.75891,0.51622,0.39584,0.40488,0.24288,2.95412,2.04934,1.78791,0.002575,0.002575,0.002575
77,5401.95,2.85284,1.77226,1.75425,0.51812,0.39444,0.40509,0.24319,2.95173,2.04663,1.78697,0.002476,0.002476,0.002476
78,5473.22,2.84512,1.76041,1.75291,0.53132,0.38531,0.40654,0.24498,2.94994,2.04311,1.78677,0.002377,0.002377,0.002377
79,5542.71,2.82241,1.73702,1.75234,0.5209,0.39117,0.40465,0.24248,2.94985,2.04272,1.78631,0.002278,0.002278,0.002278
80,5612.37,2.83567,1.75234,1.7529,0.51591,0.38906,0.40308,0.24238,2.94676,2.05375,1.78506,0.002179,0.002179,0.002179
81,5682.55,2.83719,1.74382,1.75411,0.51259,0.39068,0.40366,0.24259,2.94778,2.05278,1.78522,0.00208,0.00208,0.00208
82,5752.15,2.82858,1.73086,1.74998,0.50745,0.39067,0.4035,0.24319,2.94493,2.0543,1.78457,0.001981,0.001981,0.001981
83,5821.62,2.81611,1.73203,1.74956,0.51003,0.39378,0.40544,0.24301,2.94891,2.04627,1.7859,0.001882,0.001882,0.001882
84,5891.12,2.80737,1.72288,1.74785,0.51039,0.39256,0.40558,0.24355,2.9456,2.04818,1.78571,0.001783,0.001783,0.001783
85,5961.47,2.81578,1.71978,1.74754,0.51997,0.38939,0.40691,0.24404,2.94794,2.04965,1.78628,0.001684,0.001684,0.001684
86,6031.15,2.80316,1.71071,1.74719,0.51422,0.39125,0.40663,0.24471,2.94728,2.049,1.78677,0.001585,0.001585,0.001585
87,6100.44,2.79509,1.70119,1.74392,0.52899,0.384,0.40355,0.24323,2.94758,2.05507,1.78626,0.001486,0.001486,0.001486
88,6169.09,2.77851,1.68535,1.74209,0.52318,0.38485,0.40348,0.2428,2.95188,2.05238,1.78747,0.001387,0.001387,0.001387
89,6237.87,2.79141,1.6932,1.74278,0.52088,0.38551,0.4033,0.24251,2.9533,2.05578,1.78792,0.001288,0.001288,0.001288
90,6306.9,2.79107,1.69563,1.74493,0.5186,0.3879,0.40386,0.24212,2.95285,2.05674,1.78749,0.001189,0.001189,0.001189
91,6375.26,2.73028,1.64236,1.74891,0.51205,0.39181,0.40295,0.24151,2.95711,2.05803,1.78816,0.00109,0.00109,0.00109
92,6442,2.70894,1.61263,1.74106,0.52688,0.38188,0.40268,0.24076,2.96282,2.06086,1.78966,0.000991,0.000991,0.000991
93,6508.46,2.70076,1.60731,1.7399,0.53227,0.37806,0.40171,0.24063,2.96205,2.05994,1.7891,0.000892,0.000892,0.000892
94,6575.54,2.68782,1.59664,1.74045,0.529,0.38009,0.40117,0.24063,2.96575,2.0644,1.79003,0.000793,0.000793,0.000793
95,6641.81,2.67642,1.58274,1.7378,0.52219,0.38206,0.39969,0.23934,2.96471,2.06579,1.79006,0.000694,0.000694,0.000694
96,6708.36,2.67324,1.57426,1.73428,0.52194,0.38255,0.39915,0.23889,2.96676,2.06769,1.79048,0.000595,0.000595,0.000595
97,6774.51,2.66752,1.56712,1.73441,0.52741,0.38234,0.39952,0.2384,2.96475,2.07106,1.79053,0.000496,0.000496,0.000496
98,6840.65,2.66033,1.56409,1.73145,0.52431,0.38238,0.39986,0.23903,2.96607,2.07353,1.79098,0.000397,0.000397,0.000397
99,6907.37,2.66308,1.56691,1.73313,0.52848,0.38051,0.39973,0.23905,2.96595,2.07698,1.79163,0.000298,0.000298,0.000298
100,6975.52,2.6548,1.55607,1.73183,0.52543,0.3816,0.40048,0.23958,2.96644,2.07709,1.79202,0.000199,0.000199,0.000199
